Text OCR,Text Char
云头到空中对菩萨礼拜道向蒙菩萨解脱活命之恩在此久,雲頭到空中對菩薩禮拜道向蒙菩薩解脫活命之恩在此久
等更不闻取经人的音信菩萨指[MASK]行者道这不是取经人的,等更不聞取經人的音信菩薩指著行者道這不是取經人的
大徒弟小龙见了道菩萨这是我的对头我昨日腹中饥馁,大徒弟小龍見了道菩薩這是我的對頭我昨日腹中饑餒
果然吃了他的马匹他倚[MASK]有些力量将我斗得力怯而回又骂,果然吃了他的馬匹他倚著有些力量將我鬥得力怯而回又罵
得我闭门不敢出来他更不曾提[MASK]一个取经的字样行者,得我閉門不敢出來他更不曾提著一個取經的字樣行者
道你又不曾问我姓甚名谁我怎么就说[MASK]小龙道我不曾问,道你又不曾問我姓甚名誰我怎麼就說小龍道我不曾問
你是那里来的泼魔你嚷道管甚么那里不那里只还我马,你是那裏來的潑魔你嚷道管甚麼那裏不那裏只還我馬
来何曾说出半个唐字菩萨道那猴头专倚自强那肯称,來何曾說出半個唐字菩薩道那猴頭專倚自強那肯稱
赞别人今番前去还有归顺的哩若问时先提起取经的字,讚別人今番前去還有歸順的哩若問時先提起取經的字
来却也不用劳心自然拱伏,來卻也不用勞心自然拱伏
行者欢喜领教菩萨上前把那小龙的项下明珠摘了将杨,行者歡喜領教菩薩上前把那小龍的項下明珠摘了將楊
柳枝蘸出甘露往他身上拂了一拂吹口仙气喝声叫变那龙,柳枝蘸出甘露往他身上拂了一拂吹口仙氣喝聲叫變那龍
即变做他原来的马匹毛片又将言语吩咐道你须用心[MASK][MASK]业,即變做他原來的馬匹毛片又將言語吩咐道你須用心還了業
障功成后超越凡龙还你个金身正果那小龙口[MASK][MASK]横骨心,障功成後超越凡龍還你個金身正果那小龍口啣著橫骨心
心领诺菩萨教悟空领他去见三藏我回海上去也行者扯住,心領諾菩薩教悟空領他去見三藏我回海上去也行者扯住
菩萨不放道我不去了我不去了西方路这等崎岖保这个,菩薩不放道我不去了我不去了西方路這等崎嶇保這個
凡僧几时得到似这等多磨多折老孙的性命也难全如何成,凡僧幾時得到似這等多磨多折老孫的性命也難全如何成
得甚么功果我不去了我不去了菩萨道你当年未成人,得甚麼功果我不去了我不去了菩薩道你當年未成人
道且肯尽心修悟你今日脱了天灾怎么倒生懒惰我门中以,道且肯盡心修悟你今日脫了天災怎麼倒生懶惰我門中以
寂灭成真须是要信心正果假若到了那伤身苦磨之处我许你,寂滅成真須是要信心正果假若到了那傷身苦磨之處我許你
叫天天应叫地地灵十分再到那难脱之际我也亲来救你你,叫天天應叫地地靈十分再到那難脫之際我也親來救你你
过来我再赠你一般本事菩萨将杨柳叶儿摘下三个放在行,過來我再贈你一般本事菩薩將楊柳葉兒摘下三個放在行
者的脑后喝声变即变做三根救命的毫毛教他若到那无,者的腦後喝聲變即變做三根救命的毫毛教他若到那無
济无主的时节可以随机应变救得你急苦之灾,濟無主的時節可以隨機應變救得你急苦之災
行者闻了这许多好言才谢了大慈大悲的菩萨那菩萨香,行者聞了這許多好言才謝了大慈大悲的菩薩那菩薩香
风绕绕彩雾飘飘径转普陀而去,風繞繞彩霧飄飄徑轉普陀而去
这行者才按落云头揪[MASK]那龙马的顶鬃来见三藏道师,這行者才按落雲頭揪著那龍馬的頂鬃來見三藏道師
父马有了也三藏一见大喜道徒弟这马怎么比前反肥盛了,父馬有了也三藏一見大喜道徒弟這馬怎麼比前反肥盛了
些在何处寻[MASK]的行者道师父你还做梦哩却才是金头,些在何處尋著的行者道師父你還做夢哩卻才是金頭
揭谛请了菩萨来把那涧里龙化作我们的白马其毛片相同只,揭諦請了菩薩來把那澗裏龍化作我們的白馬其毛片相同只
是少了鞍辔[MASK]老孙揪将来也三藏大惊道菩萨何在待我,是少了鞍轡著老孫揪將來也三藏大驚道菩薩何在待我
去拜谢他行者道菩萨此时已到南海不耐烦矣三藏就撮,去拜謝他行者道菩薩此時已到南海不耐煩矣三藏就撮
土焚香望南礼拜拜罢起身即与行者收拾前进行者喝退了,土焚香望南禮拜拜罷起身即與行者收拾前進行者喝退了
山神土地吩咐了揭谛功曹却请师父上马三藏道那无鞍,山神土地吩咐了揭諦功曹卻請師父上馬三藏道那無鞍
辔的马怎生骑得且待寻船渡过涧去再作区处行者道这,轡的馬怎生騎得且待尋船渡過澗去再作區處行者道這
个师父好不知时务这个旷野山中船从何来这匹马他在此,個師父好不知時務這個曠野山中船從何來這匹馬他在此
久住必知水势就骑[MASK]他做个船儿过去罢三藏无奈只得依,久住必知水勢就騎著他做個船兒過去罷三藏無奈只得依
言跨了[MASK]马行者挑[MASK]行囊到了涧边,言跨了產馬行者挑著行囊到了澗邊
只见那上流头有一个渔翁撑[MASK]一个枯木的[MASK]子顺流而,只見那上流頭有一個漁翁撐著一個枯木的子順流而
下行者见了用手招呼道那老渔你来你来我是东土取,下行者見了用手招呼道那老漁你來你來我是東土取
经去的我师父到此难过你来渡他一渡渔翁闻言即忙撑,經去的我師父到此難過你來渡他一渡漁翁聞言即忙撐
拢行者请师父下了马扶持左右三藏上了[MASK]子揪上马匹,攏行者請師父下了馬扶持左右三藏上了子揪上馬匹
安了行李那老渔撑开[MASK]子如风似箭不觉的过了鹰愁陡涧,安了行李那老漁撐開子如風似箭不覺的過了鷹愁陡澗
上了西岸三藏教行者解开包袱取出大唐的几文钱钞送与老,上了西岸三藏教行者解開包袱取出大唐的幾文錢鈔送與老
渔老渔把[MASK]子一篙撑开道不要钱不要钱向中流渺渺茫,漁老漁把子一篙撐開道不要錢不要錢向中流渺渺茫
茫而去三藏甚不过意只管合掌称谢行者道师父休致意,茫而去三藏甚不過意只管合掌稱謝行者道師父休致意
了你不认得他他是此涧里的水神不曾来接得我老孙老,了你不認得他他是此澗裏的水神不曾來接得我老孫老
孙还要打他哩只如今免打就[MASK]了他的怎敢要钱那师父也,孫還要打他哩只如今免打就勾了他的怎敢要錢那師父也
似信不信只得又跨[MASK][MASK]马随[MASK]行者径投大路奔西而去这,似信不信只得又跨著產馬隨著行者徑投大路奔西而去這
正是广大真如登彼岸诚心了性上灵山同师前进不觉的红,正是廣大真如登彼岸誠心了性上靈山同師前進不覺的紅
日沉西天光渐晚但见,日沉西天光漸晚但見
淡云撩乱山月昏蒙满天霜色生寒四面风声透体,淡雲撩亂山月昏蒙滿天霜色生寒四面風聲透體
孤鸟去时苍渚阔落霞明处远山低疏林千树吼空岭独猿,孤鳥去時蒼渚闊落霞明處遠山低疏林千樹吼空嶺獨猿
啼长途不见行人迹万里归舟入夜时,啼長途不見行人跡萬里歸舟入夜時
三藏在马上遥观忽见路[MASK]一座庄院三藏道悟空前面人,三藏在馬上遙觀忽見路傍一座莊院三藏道悟空前面人
家可以借宿明早再行行者抬头看见道师父不是人家庄,家可以借宿明早再行行者抬頭看見道師父不是人家莊
院三藏道如何不是行者道人家庄院却没飞鱼稳兽之,院三藏道如何不是行者道人家莊院卻沒飛魚穩獸之
脊这断是个庙宇庵院,脊這斷是個廟宇庵院
师徒们说[MASK]话早已到了门首三藏下了马只见那门上有,師徒們說著話早已到了門首三藏下了馬只見那門上有
三个大字乃里社祠遂入门里那里边有一个老者[MASK]挂[MASK],三個大字乃里社祠遂入門裏那裏邊有一個老者項掛
数珠儿合掌来迎叫声师父请坐三藏慌忙答礼上殿去参拜,數珠兒合掌來迎叫聲師父請坐三藏慌忙答禮上殿去參拜
了圣像那老者即呼童子献茶茶罢三藏问老者道此庙何,了聖像那老者即呼童子獻茶茶罷三藏問老者道此廟何
为里社老者道敝处乃西番哈咇国界这庙后有一庄人,為里社老者道敝處乃西番哈咇國界這廟後有一莊人
家共发虔心立此庙宇里者乃一乡里地社者乃一社土神,家共發虔心立此廟宇里者乃一鄉里地社者乃一社土神
每遇春耕夏耘秋收冬藏之日各办三牲花果来此祭社以保,每遇春耕夏耘秋收冬藏之日各辦三牲花果來此祭社以保
四时清吉五谷丰登六畜茂盛故也三藏闻言点头夸赞正,四時清吉五穀豐登六畜茂盛故也三藏聞言點頭誇讚正
是离家三里远别是一乡风我那里人家更无此善老者却,是離家三里遠別是一鄉風我那裏人家更無此善老者卻
问师父仙乡是何处三藏道贫僧是东土大唐国奉旨意上,問師父仙鄉是何處三藏道貧僧是東土大唐國奉旨意上
西天拜佛求经的路过宝坊天色将晚特投圣祠告宿一宵天,西天拜佛求經的路過寶坊天色將晚特投聖祠告宿一宵天
光即行那老者十分欢喜道了几声失迎又叫童子办饭,光即行那老者十分歡喜道了幾聲失迎又叫童子辦飯
藏吃毕谢了,藏吃畢謝了
行者的眼乖见他房[MASK]下有一条搭衣的绳子走将去一把,行者的眼乖見他房簷下有一條搭衣的繩子走將去一把
扯断将马脚系住那老者笑道这马是那里偷来的行者怒,扯斷將馬腳繫住那老者笑道這馬是那裏偷來的行者怒
道你那老头子说话不知高低我们是拜佛的圣僧又会偷,道你那老頭子說話不知高低我們是拜佛的聖僧又會偷
马老儿笑道不是偷的如何没有鞍辔缰绳却来扯断我晒衣,馬老兒笑道不是偷的如何沒有鞍轡韁繩卻來扯斷我晒衣
的索子[MASK]三藏陪礼道这个顽皮只是性燥你要拴马好生[MASK],的索子三藏陪禮道這個頑皮只是性燥你要拴馬好生
老人家讨条绳子如何就扯断他的衣索,老人家討條繩子如何就扯斷他的衣索
老先[MASK]怪休,老先生休怪
怪我这马实不瞒你说不是偷的昨日东来至鹰愁陡涧原,怪我這馬實不瞞你說不是偷的昨日東來至鷹愁陡澗原
有骑的一匹白马鞍辔俱全不期那涧里有条孽龙在彼成精,有騎的一匹白馬鞍轡俱全不期那澗裏有條孽龍在彼成精
他把我的马连鞍辔一口吞之幸亏我徒弟有些本事又感得观,他把我的馬連鞍轡一口吞之幸虧我徒弟有些本事又感得觀
音菩萨来涧边擒住那龙教他就变做我原骑的白马毛片俱同,音菩薩來澗邊擒住那龍教他就變做我原騎的白馬毛片俱同
驮我上西天拜佛今此过涧未经一日却到了老先的圣祠还,馱我上西天拜佛今此過澗未經一日卻到了老先的聖祠還
不曾置得鞍辔哩那老者道师父休怪我老汉作笑耍子谁知,不曾置得鞍轡哩那老者道師父休怪我老漢作笑耍子誰知
你高徒认真我小时也有几个村钱也好骑匹骏马只因累岁[MASK],你高徒認真我小時也有幾個村錢也好騎匹駿馬只因累歲
[MASK]遭丧失火到此没了下梢图[MASK]充为庙祝侍奉香火幸亏,迍邅遭喪失火到此沒了下梢故充為廟祝侍奉香火幸虧
这后庄施主家募化度日我那里倒还有一副鞍辔是我平日心,這後莊施主家募化度日我那裏倒還有一副鞍轡是我平日心
爱之物就是这等贫穷也不曾舍得卖了才听老师父之言菩,愛之物就是這等貧窮也不曾捨得賣了才聽老師父之言菩
萨尚且救护神龙教他化马驮你我老汉却不能少有周济明日,薩尚且救護神龍教他化馬馱你我老漢卻不能少有周濟明日
将那鞍辔取来愿送老师父扣背前去乞为笑纳三藏闻言称,將那鞍轡取來願送老師父扣背前去乞為笑納三藏聞言稱
谢不尽早又见童子拿出晚斋斋罢掌上灯安了铺各各寝,謝不盡早又見童子拿出晚齋齋罷掌上燈安了鋪各各寢
歇 ,歇
至次早行者起来道师父那庙祝老儿昨晚许我们鞍辔,至次早行者起來道師父那廟祝老兒昨晚許我們鞍轡
问他要不要饶他说未了只见那老儿果擎[MASK]一副鞍辔衬屉,問他要不要饒他說未了只見那老兒果擎著一副鞍轡襯屜
缰笼之类凡马上一切用的无不全备放在廊下道师父鞍辔,韁籠之類凡馬上一切用的無不全備放在廊下道師父鞍轡
奉上三藏见了欢喜领受教行者拿了背上马看可相称否,奉上三藏見了歡喜領受教行者拿了背上馬看可相稱否
行者走上前一件件的取起看了果然是些好物有诗为证诗,行者走上前一件件的取起看了果然是些好物有詩為證詩
曰 ,曰
雕鞍彩晃柬银星宝[MASK]光飞金线明,雕鞍彩晃柬銀星寶鐙光飛金線明
衬屉几层绒苫[MASK]牵缰三股紫丝绳,襯屜幾層絨苫疊牽韁三股紫絲繩
辔头皮[MASK]团花粲云扇描金舞兽形,轡頭皮劄團花粲雲扇描金舞獸形
环嚼叩成磨炼铁两垂蘸水结毛缨,環嚼叩成磨煉鐵兩垂蘸水結毛纓
行者心中暗喜将鞍辔背在马上就似量[MASK]做的一般三藏拜谢,行者心中暗喜將鞍轡背在馬上就似量著做的一般三藏拜謝
那老那老慌忙搀起道惶恐惶恐何劳致谢那老者也不,那老那老慌忙攙起道惶恐惶恐何勞致謝那老者也不
再留请三藏上马那长老出得门来攀鞍上马行者担[MASK]行李,再留請三藏上馬那長老出得門來攀鞍上馬行者擔著行李
